Number,Time
59185,0.276
59186,0.202
59187,0.206
59188,0.207
59189,0.233
59190,0.211
59191,0.208
59192,0.21
59193,0.253
59194,0.207
59195,0.213
59196,0.208
59197,3.036
59198,0.236
59199,0.199
59200,0.21
59201,0.315
59202,0.201
59203,0.195
59204,0.206
59205,0.214
59206,0.204
59207,2.889
59208,0.237
59209,3.113
59210,0.206
59211,0.199
59212,0.204
59213,0.215
59214,0.203
59215,0.2
59216,0.206
59217,0.27
59218,0.207
59219,3.141
59220,0.207
59221,3.082
59222,0.204
59223,0.205
59224,0.207
59225,0.253
59226,0.206
59227,0.206
59228,0.211
59229,0.231
59230,0.212
59231,0.21
59232,0.212
59233,3.489
59234,0.203
59235,0.209
59236,0.21
59237,0.23
59238,0.197
59239,3.028
59240,0.233
59241,0.267
59242,0.222
59243,3.119
59244,0.212
59245,0.241
59246,0.213
59247,0.213
59248,0.2
59249,0.275
59250,0.198
59251,0.207
59252,0.197
59253,0.238
59254,0.194
59255,0.208
59256,0.202
59257,0.257
59258,0.207
59259,0.202
59260,0.198
59261,0.236
59262,0.204
59263,3.002
59264,0.239
59265,0.347
59266,0.216
59267,0.205
59268,0.192
59269,0.226
59270,0.21
59271,0.205
59272,0.198
59273,2.924
59274,0.194
59275,0.209
59276,0.195
59277,0.226
59278,0.192
59279,0.199
59280,0.195
59281,3.338
59282,0.197
59283,0.205
59284,0.189
59285,0.236
59286,0.194
59287,0.205
59288,0.2
59289,0.259
59290,0.188
59291,0.212
59292,0.2
59293,0.235
59294,0.194
59295,0.21
59296,0.203
59297,0.303
59298,0.189
59299,0.208
59300,0.198
59301,0.228
59302,0.195
59303,0.205
59304,0.209
59305,0.25
59306,0.207
59307,0.208
59308,0.206
59309,0.229
59310,0.212
59311,0.211
59312,0.219
59313,0.284
59314,0.194
59315,0.204
59316,0.217
59317,0.216
59318,0.206
59319,0.205
59320,0.214
59321,0.252
59322,0.208
59323,0.206
59324,0.212
59325,0.233
59326,0.196
59327,0.209
59328,0.214
59329,0.343
59330,0.205
59331,0.21
59332,0.208
59333,3.258
59334,0.231
59335,0.206
59336,0.213
59337,0.263
59338,0.212
59339,0.208
59340,0.209
59341,3.677
59342,0.21
59343,0.212
59344,0.212
59345,0.276
59346,0.21
59347,0.21
59348,0.214
59349,0.214
59350,0.205
59351,3.101
59352,0.232
59353,0.281
59354,0.217
59355,0.205
59356,0.21
59357,3.292
59358,0.198
59359,3.215
59360,0.199
59361,0.312
59362,0.206
59363,0.209
59364,0.213
59365,0.22
59366,0.194
59367,0.207
59368,0.198
59369,3.37
59370,0.195
59371,0.198
59372,0.202
59373,0.242
59374,0.198
59375,0.207
59376,0.198
59377,3.555
59378,0.21
59379,0.199
59380,0.215
59381,0.237
59382,0.215
59383,0.205
59384,0.215
59385,0.257
59386,0.202
59387,3.138
59388,0.228
59389,0.255
59390,0.217
59391,0.207
59392,0.211
59393,4.617
59394,0.185
59395,0.198
59396,0.2
59397,0.216
59398,0.201
59399,3.054
59400,0.22
59401,0.259
59402,0.213
59403,0.191
59404,0.194
59405,0.205
59406,0.199
59407,3.367
59408,0.204
59409,0.289
59410,0.293
59411,0.235
59412,0.204
59413,0.294
59414,0.202
59415,0.206
59416,0.209
59417,4.206
59418,0.195
59419,3.829
59420,0.204
59421,0.236
59422,0.197
59423,0.199
59424,0.22
59425,0.312
59426,0.201
59427,0.211
59428,0.217
59429,0.24
59430,0.224
59431,0.22
59432,0.205
59433,0.297
59434,0.22
59435,0.213
59436,0.214
59437,0.236
59438,0.21
59439,0.213
59440,0.214
59441,4.454
59442,0.224
59443,3.926
59444,0.227
59445,0.25
59446,0.216
59447,3.985
59448,0.212
59449,0.299
59450,0.231
59451,0.21
59452,0.223
59453,3.963
59454,0.223
59455,0.202
59456,0.228
59457,0.401
59458,0.228
59459,0.222
59460,0.218
59461,0.241
59462,0.226
59463,0.235
59464,0.211
59465,0.289
59466,0.202
59467,3.72
59468,0.243
59469,0.282
59470,0.227
59471,4.094
59472,0.213
59473,4.144
59474,0.217
59475,0.215
59476,0.207
59477,0.247
59478,0.214
59479,0.212
59480,0.205
59481,0.264
59482,0.19
59483,0.198
59484,0.19
59485,0.226
59486,0.21
59487,0.202
59488,0.209
59489,0.304
59490,0.197
59491,0.2
59492,0.198
59493,0.223
59494,0.204
59495,0.199
59496,0.204
59497,3.452
59498,0.201
59499,0.188
59500,0.201
59501,0.221
59502,0.209
59503,0.199
59504,0.195
59505,0.281
59506,0.193
59507,0.207
59508,0.191
59509,3.022
59510,0.192
59511,0.203
59512,0.195
59513,3.355
59514,0.195
59515,0.21
59516,0.194
59517,0.237
59518,0.205
59519,0.21
59520,0.197
59521,0.352
59522,0.189
59523,0.202
59524,0.193
59525,0.217
59526,0.202
59527,0.19
59528,0.205
59529,0.241
59530,0.189
59531,0.203
59532,0.201
59533,0.215
59534,0.201
59535,0.203
59536,0.205
59537,0.257
59538,0.195
59539,2.953
59540,0.211
59541,0.243
59542,0.214
59543,0.193
59544,0.204
59545,0.244
59546,0.199
59547,0.194
59548,0.201
59549,0.217
59550,0.203
59551,0.196
59552,0.203
59553,0.271
59554,0.202
59555,0.191
59556,0.201
59557,3.1
59558,0.19
59559,0.199
59560,0.203
59561,3.146
59562,0.195
59563,0.201
59564,0.203
59565,0.214
59566,0.205
59567,3.072
59568,0.206
59569,0.27
59570,0.203
59571,0.197
59572,0.214
59573,0.217
59574,0.193
59575,0.198
59576,0.205
59577,0.239
59578,0.204
59579,0.198
59580,0.207
59581,3.1
59582,0.206
59583,0.196
59584,0.211
59585,0.302
59586,0.201
59587,0.19
59588,0.206
59589,0.215
59590,0.2
59591,0.201
59592,0.199
59593,0.245
59594,0.205
59595,0.199
59596,0.192
59597,0.215
59598,0.201
59599,0.195
59600,0.203
59601,0.255
59602,0.195
59603,0.194
59604,0.203
59605,0.215
59606,0.203
59607,0.197
59608,0.203
59609,0.244
59610,0.206
59611,3.137
59612,0.226
59613,0.256
59614,0.227
59615,0.228
59616,0.213
59617,3.729
59618,0.202
59619,0.205
59620,0.203
59621,2.988
59622,0.234
59623,0.198
59624,0.211
59625,0.24
59626,0.208
59627,3.182
59628,0.21
59629,3.166
59630,0.212
59631,0.201
59632,0.206
59633,0.262
59634,0.204
59635,0.197
59636,0.2
59637,0.223
59638,0.203
59639,0.206
59640,0.209
59641,0.245
59642,0.215
59643,0.202
59644,0.208
59645,0.221
59646,0.215
59647,0.199
59648,0.214
59649,0.348
59650,0.193
59651,3.148
59652,0.224
59653,0.209
59654,0.198
59655,0.195
59656,0.203
59657,0.236
59658,0.199
59659,3.107
59660,0.205
59661,0.213
59662,0.199
59663,2.697
59664,0.202
59665,0.254
59666,0.197
59667,0.186
59668,0.199
59669,3.129
59670,0.197
59671,3.039
59672,0.205
59673,0.236
59674,0.202
59675,0.191
59676,0.202
59677,0.225
59678,0.2
59679,0.202
59680,0.204
59681,0.273
59682,0.204
59683,0.2
59684,0.201
59685,0.226
59686,0.201
59687,0.21
59688,0.204
59689,0.254
59690,0.207
59691,0.204
59692,0.207
59693,3.21
59694,0.201
59695,0.206
59696,0.205
59697,0.28
59698,0.204
59699,2.963
59700,0.197
59701,0.228
59702,0.199
59703,0.211
59704,0.191
59705,0.253
59706,0.193
59707,3.132
59708,0.195
59709,0.234
59710,0.209
59711,0.208
59712,0.208
59713,0.325
59714,0.203
59715,0.202
59716,0.207
59717,0.22
59718,0.202
59719,0.189
59720,0.203
59721,0.248
59722,0.207
59723,2.942
59724,0.23
59725,0.224
59726,0.203
59727,0.202
59728,0.206
59729,3.503
59730,0.203
59731,0.208
59732,0.203
59733,0.228
59734,0.201
59735,0.214
59736,0.21
59737,0.251
59738,0.211
59739,0.205
59740,0.205
59741,0.228
59742,0.205
59743,3.192
59744,0.202
59745,0.293
59746,0.207
59747,3.226
59748,0.231
59749,0.229
59750,0.207
59751,0.21
59752,0.205
59753,3.351
59754,0.204
59755,0.203
59756,0.209
59757,0.214
59758,0.207
59759,0.201
59760,0.209
59761,0.272
59762,0.204
59763,0.206
59764,0.208
59765,0.227
59766,0.208
59767,0.211
59768,0.21
59769,0.251
59770,0.209
59771,2.996
59772,0.207
59773,0.232
59774,0.213
59775,0.214
59776,0.215
59777,0.359
59778,0.201
59779,3.103
59780,0.208
59781,0.235
59782,0.194
59783,0.212
59784,0.189
59785,0.245
59786,0.193
59787,0.201
59788,0.19
59789,0.21
59790,0.197
59791,3.182
59792,0.199
59793,0.267
59794,0.189
59795,0.199
59796,0.188
59797,3.344
59798,0.203
59799,0.209
59800,0.205
59801,0.253
59802,0.2
59803,0.209
59804,0.208
59805,0.227
59806,0.206
59807,0.21
59808,0.211
59809,3.671
59810,0.203
59811,0.205
59812,0.203
59813,0.229
59814,0.202
59815,0.207
59816,0.206
59817,0.252
59818,0.21
59819,0.198
59820,0.194
59821,0.24
59822,0.214
59823,0.207
59824,0.209
59825,0.284
59826,0.204
59827,0.209
59828,0.209
59829,0.232
59830,0.205
59831,0.209
59832,0.21
59833,3.268
59834,0.208
59835,0.205
59836,0.212
59837,0.231
59838,0.21
59839,0.211
59840,0.219
59841,0.329
59842,0.206
59843,0.213
59844,0.205
59845,0.224
59846,0.206
59847,0.204
59848,0.205
59849,0.253
59850,0.205
59851,0.204
59852,0.208
59853,0.235
59854,0.208
59855,0.21
59856,0.208
59857,0.287
59858,0.201
59859,0.206
59860,0.204
59861,0.227
59862,0.196
59863,3.071
59864,0.198
59865,0.253
59866,0.193
59867,0.201
59868,0.2
59869,0.242
59870,0.195
59871,0.21
59872,0.198
59873,0.298
59874,0.191
59875,0.206
59876,0.196
59877,0.239
59878,0.196
59879,3.226
59880,0.221
59881,0.28
59882,0.19
59883,0.208
59884,0.207
59885,0.235
59886,0.204
59887,3.538
59888,0.199
59889,0.267
59890,0.193
59891,0.209
59892,0.199
59893,0.235
59894,0.198
59895,0.189
59896,0.196
59897,0.258
59898,0.199
59899,0.212
59900,0.202
59901,0.234
59902,0.199
59903,0.209
59904,0.2
59905,0.402
59906,0.192
59907,0.199
59908,0.189
59909,0.225
59910,0.19
59911,0.202
59912,0.191
59913,0.244
59914,0.198
59915,0.178
59916,0.192
59917,0.206
59918,0.191
59919,0.207
59920,0.189
59921,2.984
59922,0.193
59923,0.2
59924,0.195
59925,0.215
59926,0.186
59927,0.2
59928,0.201
59929,3.11
59930,0.188
59931,0.202
59932,0.191
59933,0.219
59934,0.195
59935,0.203
59936,0.202
59937,0.307
59938,0.19
59939,0.201
59940,0.187
59941,0.23
59942,0.188
59943,0.205
59944,0.19
59945,0.248
59946,0.189
59947,0.207
59948,0.198
59949,0.225
59950,0.21
59951,3.062
59952,0.206
59953,0.292
59954,0.199
59955,0.204
59956,0.203
59957,3.2
59958,0.201
59959,0.207
59960,0.204
59961,0.25
59962,0.187
59963,0.212
59964,0.192
59965,0.224
59966,0.202
59967,0.207
59968,0.195
59969,0.34
59970,0.186
59971,2.847
59972,0.201
59973,0.246
59974,0.203
59975,0.205
59976,0.187
59977,0.254
59978,0.192
59979,0.203
59980,0.205
59981,3.068
59982,0.205
59983,0.205
59984,0.207
59985,0.278
59986,0.2
59987,0.203
59988,0.203
59989,0.23
59990,0.203
59991,0.212
59992,0.204
59993,0.256
59994,0.206
59995,0.209
59996,0.206
59997,0.235
59998,0.208
59999,2.81
60000,0.21
60001,0.298
60002,0.202
60003,0.195
60004,0.206
60005,0.222
60006,0.2
60007,0.196
60008,0.206
60009,0.248
60010,0.199
60011,0.197
60012,0.203
60013,3.083
60014,0.233
60015,0.2
60016,0.21
60017,3.542
60018,0.202
60019,0.202
60020,0.205
60021,0.234
60022,0.206
60023,0.211
60024,0.206
60025,0.255
60026,0.207
60027,0.207
60028,0.207
60029,3.087
60030,0.21
60031,0.209
60032,0.209
60033,0.375
60034,0.206
60035,0.203
60036,0.213
60037,2.917
60038,0.197
60039,0.195
60040,0.202
60041,2.977
60042,0.206
60043,0.195
60044,0.203
60045,0.236
60046,0.214
60047,0.205
60048,0.207
60049,0.284
60050,0.198
60051,0.208
60052,0.208
60053,0.227
60054,0.202
60055,0.203
60056,0.206
60057,0.256
60058,0.201
60059,0.198
60060,0.195
60061,0.229
60062,0.205
60063,0.205
60064,0.208
60065,0.288
60066,0.201
60067,0.202
60068,0.201
60069,0.225
60070,0.203
60071,0.198
60072,0.192
60073,0.253
60074,0.189
60075,0.202
60076,0.196
60077,2.99
60078,0.211
60079,0.207
60080,0.211
60081,0.269
60082,0.202
60083,2.939
60084,0.225
60085,0.222
60086,0.206
60087,0.197
60088,0.206
60089,3.107
60090,0.211
60091,3.138
60092,0.208
60093,0.234
60094,0.212
60095,0.212
60096,0.212
60097,0.322
60098,0.204
60099,0.206
60100,0.206
60101,2.983
60102,0.192
60103,3.158
60104,0.22
60105,0.267
60106,0.219
60107,3.096
60108,0.218
60109,0.252
60110,0.229
60111,0.206
60112,0.203
60113,0.257
60114,0.209
60115,0.206
60116,0.21
60117,0.228
60118,0.206
60119,0.205
60120,0.21
60121,0.253
60122,0.196
60123,0.204
60124,0.194
60125,0.229
60126,0.2
60127,3.071
60128,0.2
60129,0.296
60130,0.191
60131,0.207
60132,0.203
60133,2.854
60134,0.194
60135,0.207
60136,0.195
60137,0.258
60138,0.198
60139,3.087
60140,0.208
60141,0.233
60142,0.216
60143,0.216
60144,0.211
60145,0.286
60146,0.204
60147,0.21
60148,0.208
60149,2.997
60150,0.23
60151,0.231
60152,0.214
60153,0.253
60154,0.217
60155,0.202
60156,0.206
60157,0.232
60158,0.21
60159,0.214
60160,0.211
60161,3.887
60162,0.19
60163,0.194
60164,0.204
60165,0.226
60166,0.206
60167,2.818
60168,0.218
60169,3.115
60170,0.19
60171,0.204
60172,0.198
60173,0.226
60174,0.204
60175,0.205
60176,0.203
60177,0.271
60178,0.202
60179,0.201
60180,0.198
60181,0.214
60182,0.197
60183,0.197
60184,0.193
60185,0.244
60186,0.19
60187,0.207
60188,0.194
60189,0.238
60190,0.199
60191,0.209
60192,0.2
60193,0.288
60194,0.19
60195,0.195
60196,0.186
60197,0.239
60198,0.194
60199,0.216
60200,0.192
60201,0.259
60202,0.2
60203,0.206
60204,0.196
60205,0.233
60206,0.195
60207,0.208
60208,0.21
60209,3.563
60210,0.204
60211,0.206
60212,0.207
60213,0.232
60214,0.209
60215,0.213
60216,0.195
60217,3.316
60218,0.21
60219,0.205
60220,0.208
60221,0.236
60222,0.206
60223,3.166
60224,0.215
60225,0.306
60226,0.186
60227,0.202
60228,0.192
60229,0.216
60230,0.203
60231,0.207
60232,0.204
60233,0.249
60234,0.209
60235,0.207
60236,0.189
60237,0.222
60238,0.208
60239,0.208
60240,0.195
60241,0.274
60242,0.187
60243,0.206
60244,0.195
60245,0.227
60246,0.192
60247,0.211
60248,0.215
60249,0.243
60250,0.21
60251,3.06
60252,0.235
60253,0.25
60254,0.228
60255,0.189
60256,0.217
60257,3.416
60258,0.202
60259,2.811
60260,0.208
60261,0.237
60262,0.206
60263,0.195
60264,0.207
60265,0.254
60266,0.193
60267,0.192
60268,0.212
60269,0.232
60270,0.209
60271,2.968
60272,0.235
60273,0.276
60274,0.212
60275,0.188
60276,0.199
60277,0.232
60278,0.21
60279,0.192
60280,0.216
60281,0.256
60282,0.21
60283,0.186
60284,0.214
60285,0.229
60286,0.21
60287,0.192
60288,0.202
60289,3.994
60290,0.207
60291,0.192
60292,0.205
60293,3.016
60294,0.205
60295,0.197
60296,0.207
60297,0.251
60298,0.21
60299,0.206
60300,0.21
60301,0.237
60302,0.206
60303,0.208
60304,0.216
60305,0.283
60306,0.2
60307,0.215
60308,0.195
60309,0.235
60310,0.204
60311,0.19
60312,0.207
60313,0.256
60314,0.207
60315,0.195
60316,0.209
60317,3.154
60318,0.205
60319,0.202
60320,0.214
60321,0.301
60322,0.206
60323,0.207
60324,0.205
60325,0.233
60326,0.211
60327,0.21
60328,0.207
60329,0.257
60330,0.198
60331,2.938
60332,0.218
60333,0.231
60334,0.207
60335,0.218
60336,0.213
60337,3.333
60338,0.194
60339,0.211
60340,0.211
60341,0.236
60342,0.217
60343,3.098
60344,0.241
60345,0.284
60346,0.209
60347,0.212
60348,0.201
60349,0.228
60350,0.211
60351,0.205
60352,0.218
60353,3.645
60354,0.207
60355,0.2
60356,0.203
60357,0.215
60358,0.2
60359,0.2
60360,0.205
60361,0.253
60362,0.212
60363,0.199
60364,0.21
60365,0.226
60366,0.208
60367,0.211
60368,0.21
60369,0.282
60370,0.198
60371,0.2
60372,0.209
60373,3.211
60374,0.218
60375,0.211
60376,0.209
60377,0.265
60378,0.212
60379,0.212
60380,0.201
60381,0.225
60382,0.215
60383,3.127
60384,0.212
60385,0.314
60386,0.21
60387,0.209
60388,0.208
60389,0.229
60390,0.195
60391,0.201
60392,0.212
60393,0.253
60394,0.208
60395,0.209
60396,0.216
60397,3.049
60398,0.21
60399,0.221
60400,0.199
60401,0.283
60402,0.211
60403,0.201
60404,0.213
60405,0.232
60406,0.206
60407,0.205
60408,0.213
60409,0.256
60410,0.21
60411,0.205
60412,0.199
60413,3.283
60414,0.218
60415,0.209
60416,0.22
60417,0.448
60418,0.202
60419,0.196
60420,0.198
60421,0.22
60422,0.192
60423,0.196
60424,0.197
60425,0.244
60426,0.201
60427,2.841
60428,0.222
60429,0.246
60430,0.226
60431,0.201
60432,0.199
60433,0.244
60434,0.21
60435,0.195
60436,0.199
60437,0.22
60438,0.206
60439,0.196
60440,0.202
60441,0.249
60442,0.201
60443,2.805
60444,0.209
60445,0.233
60446,0.207
60447,0.205
60448,0.21
60449,3.262
60450,0.202
60451,0.206
60452,0.198
60453,0.223
60454,0.195
60455,0.195
60456,0.195
60457,2.879
60458,0.19
60459,0.199
60460,0.194
60461,0.232
60462,0.194
60463,0.206
60464,0.197
60465,0.286
60466,0.199
60467,0.202
60468,0.191
60469,0.231
60470,0.192
60471,0.205
60472,0.19
60473,0.241
60474,0.189
60475,0.207
60476,0.194
60477,0.225
60478,0.192
60479,0.208
60480,0.195
60481,0.314
60482,0.192
60483,0.204
60484,0.19
60485,0.221
60486,0.192
60487,0.204
60488,0.194
60489,0.241
60490,0.185
60491,0.203
60492,0.192
60493,3.157
60494,0.214
60495,0.206
60496,0.195
60497,2.978
60498,0.187
60499,0.201
60500,0.19
60501,0.221
60502,0.189
60503,0.206
60504,0.194
60505,0.235
60506,0.185
60507,0.207
60508,0.205
60509,3.118
60510,0.198
60511,0.211
60512,0.2
60513,0.334
60514,0.189
60515,0.206
60516,0.191
60517,0.221
60518,0.202
60519,0.208
60520,0.202
60521,2.959
60522,0.188
60523,0.213
60524,0.193
60525,0.232
60526,0.203
60527,2.94
60528,0.207
60529,0.308
60530,0.208
60531,0.207
60532,0.213
60533,0.229
60534,0.206
60535,0.207
60536,0.212
60537,0.247
60538,0.207
60539,2.909
60540,0.2
60541,0.228
60542,0.198
60543,0.221
60544,0.202
60545,0.363
60546,0.184
60547,0.2
60548,0.191
60549,0.213
60550,0.193
60551,0.192
60552,0.189
60553,0.25
60554,0.194
60555,0.208
60556,0.193
60557,0.229
60558,0.197
60559,0.204
60560,0.194
60561,0.235
60562,0.196
60563,0.197
60564,0.189
60565,0.224
60566,0.193
60567,0.213
60568,0.196
60569,0.25
60570,0.202
60571,0.2
60572,0.192
60573,0.219
60574,0.195
60575,0.198
60576,0.198
60577,0.3
60578,0.193
60579,0.202
60580,0.194
60581,0.221
60582,0.195
60583,0.204
60584,0.207
60585,0.242
60586,0.192
60587,0.207
60588,0.19
60589,2.994
60590,0.191
60591,0.205
60592,0.209
60593,0.282
60594,0.206
60595,0.206
60596,0.209
60597,0.224
60598,0.205
60599,0.206
60600,0.206
60601,2.95
60602,0.209
60603,0.199
60604,0.198
60605,0.218
60606,0.199
60607,2.926
60608,0.204
60609,0.319
60610,0.188
60611,2.877
60612,0.206
60613,0.23
60614,0.191
60615,0.202
60616,0.203
60617,3.227
60618,0.21
60619,0.199
60620,0.208
60621,0.234
60622,0.208
60623,3.099
60624,0.232
60625,0.259
60626,0.206
60627,0.196
60628,0.209
60629,0.216
60630,0.208
60631,2.8
60632,0.21
60633,0.224
60634,0.204
60635,0.199
60636,0.21
60637,2.909
60638,0.213
60639,0.208
60640,0.212
60641,0.286
60642,0.192
60643,0.198
60644,0.207
60645,0.227
60646,0.21
60647,2.935
60648,0.238
60649,3.247
60650,0.209
60651,0.211
60652,0.211
60653,0.231
60654,0.207
60655,0.214
60656,0.212
60657,0.272
60658,0.21
60659,2.681
60660,0.251
60661,3.008
60662,0.196
60663,0.203
60664,0.2
60665,0.264
60666,0.197
60667,0.218
60668,0.199
60669,0.239
60670,0.198
60671,0.214
60672,0.212
60673,0.366
60674,0.193
60675,0.207
60676,0.206
60677,0.231
60678,0.194
60679,2.763
60680,0.212
60681,0.275
60682,0.217
60683,0.199
60684,0.197
60685,0.218
60686,0.203
60687,0.196
60688,0.205
60689,3.142
60690,0.201
60691,0.194
60692,0.214
60693,0.217
60694,0.203
60695,0.196
60696,0.206
60697,0.249
60698,0.202
60699,0.198
60700,0.21
60701,0.213
60702,0.203
60703,2.883
60704,0.199
60705,0.284
60706,0.206
60707,0.195
60708,0.203
60709,0.219
60710,0.203
60711,0.206
60712,0.21
60713,0.223
60714,0.192
60715,0.207
60716,0.205
60717,0.217
60718,0.206
60719,2.903
60720,0.232
60721,0.28
60722,0.209
60723,0.197
60724,0.21
60725,0.22
60726,0.202
60727,2.955
60728,0.21
60729,0.246
60730,0.204
60731,0.203
60732,0.205
60733,3.108
60734,0.2
60735,0.2
60736,0.212
60737,3.463
60738,0.206
60739,0.2
60740,0.216
60741,0.204
60742,0.203
60743,0.201
60744,0.194
60745,0.239
60746,0.202
60747,0.2
60748,0.207
60749,0.203
60750,0.202
60751,0.198
60752,0.209
60753,0.272
60754,0.205
60755,0.197
60756,0.207
60757,3.259
60758,0.202
60759,0.209
60760,0.208
60761,3.322
60762,0.203
60763,2.965
60764,0.196
60765,0.205
60766,0.212
60767,0.201
60768,0.216
60769,0.292
60770,0.206
60771,0.209
60772,0.215
60773,2.963
60774,0.236
60775,0.21
60776,0.21
60777,0.256
60778,0.203
60779,2.889
60780,0.212
60781,0.232
60782,0.199
60783,0.203
60784,0.217
60785,0.278
60786,0.208
60787,0.212
60788,0.204
60789,0.228
60790,0.2
60791,0.21
60792,0.205
60793,3.179
60794,0.195
60795,0.214
60796,0.211
60797,0.224
60798,0.211
60799,0.204
60800,0.214
60801,0.337
60802,0.201
60803,0.197
60804,0.197
60805,0.223
60806,0.202
60807,0.206
60808,0.208
60809,0.25
60810,0.215
60811,2.993
60812,0.229
60813,0.227
60814,0.217
60815,0.199
60816,0.207
60817,0.28
60818,0.197
60819,0.2
60820,0.195
60821,2.92
60822,0.198
60823,0.207
60824,0.197
60825,0.262
60826,0.197
60827,0.211
60828,0.2
60829,0.232
60830,0.196
60831,0.211
60832,0.198
60833,0.303
60834,0.192
60835,0.204
60836,0.198
60837,0.224
60838,0.207
60839,0.212
60840,0.214
60841,0.252
60842,0.207
60843,0.212
60844,0.203
60845,0.236
60846,0.209
60847,0.218
60848,0.212
60849,0.284
60850,0.208
60851,0.216
60852,0.207
60853,0.238
60854,0.216
60855,0.213
60856,0.208
60857,0.258
60858,0.21
60859,2.979
60860,0.202
60861,0.223
60862,0.212
60863,0.19
60864,0.215
60865,0.322
60866,0.202
60867,0.182
60868,0.211
60869,3.079
60870,0.191
60871,0.193
60872,0.207
60873,0.232
60874,0.209
60875,0.187
60876,0.209
60877,0.237
60878,0.21
60879,0.205
60880,0.2
60881,0.274
60882,0.209
60883,0.199
60884,0.211
60885,0.225
60886,0.21
60887,3.189
60888,0.237
60889,3.146
60890,0.196
60891,0.2
60892,0.213
60893,0.23
60894,0.209
60895,0.207
60896,0.217
60897,0.333
60898,0.211
60899,2.95
60900,0.198
60901,3.039
60902,0.209
60903,0.201
60904,0.212
60905,0.249
60906,0.208
60907,0.204
60908,0.197
60909,0.224
60910,0.213
60911,0.194
60912,0.211
60913,3.53
60914,0.207
60915,0.206
60916,0.209
60917,3.063
60918,0.248
60919,2.971
60920,0.24
60921,0.238
60922,0.213
60923,3.042
60924,0.263
60925,0.255
60926,0.214
60927,0.21
60928,0.219
60929,0.393
60930,0.191
60931,0.195
60932,0.19
60933,0.232
60934,0.188
60935,0.199
60936,0.197
60937,3.142
60938,0.19
60939,0.195
60940,0.198
60941,0.237
60942,0.194
60943,3.132
60944,0.217
60945,0.293
60946,0.205
60947,0.199
60948,0.191
60949,0.23
60950,0.188
60951,0.209
60952,0.195
60953,3.261
60954,0.203
60955,0.207
60956,0.193
60957,0.224
60958,0.192
60959,0.206
60960,0.199
60961,3.611
60962,0.198
60963,0.205
60964,0.191
60965,0.217
60966,0.197
60967,0.206
60968,0.198
60969,0.251
60970,0.192
60971,0.21
60972,0.193
60973,0.239
60974,0.193
60975,0.205
60976,0.208
60977,0.253
60978,0.191
60979,0.199
60980,0.198
60981,0.234
60982,0.194
60983,0.207
60984,0.199
60985,0.264
60986,0.201
60987,0.213
60988,0.199
60989,0.209
60990,0.196
60991,0.198
60992,0.198
60993,0.313
60994,0.194
60995,0.194
60996,0.188
60997,0.232
60998,0.193
60999,0.197
61000,0.197
61001,3.318
61002,0.195
61003,0.199
61004,0.197
61005,0.233
61006,0.194
61007,3.131
61008,0.221
61009,0.28
61010,0.206
61011,0.2
61012,0.192
61013,0.225
61014,0.196
61015,0.21
61016,0.204
61017,0.268
61018,0.198
61019,0.211
61020,0.204
61021,0.219
61022,0.199
61023,0.204
61024,0.194
61025,0.302
61026,0.192
61027,4.294
61028,0.207
61029,0.262
61030,0.208
61031,2.919
61032,0.219
61033,0.277
61034,0.208
61035,0.215
61036,0.194
61037,0.221
61038,0.191
61039,0.203
61040,0.194
61041,0.271
61042,0.204
61043,3.137
61044,0.218
61045,0.251
61046,0.223
61047,0.211
61048,0.194
61049,0.248
61050,0.191
61051,3.036
61052,0.202
61053,0.222
61054,0.196
61055,0.21
61056,0.195
61057,3.697
61058,0.19
61059,0.204
61060,0.198
61061,0.221
61062,0.203
61063,0.201
61064,0.19
61065,0.255
61066,0.188
61067,0.203
61068,0.198
61069,0.222
61070,0.189
61071,0.204
61072,0.19
61073,0.277
61074,0.198
61075,0.202
61076,0.199
61077,0.223
61078,0.201
61079,0.206
61080,0.199
61081,0.254
61082,0.197
61083,0.198
61084,0.192
61085,0.21
61086,0.201
61087,0.203
61088,0.203
61089,0.286
61090,0.198
61091,2.79
61092,0.198
61093,0.224
61094,0.19
61095,0.198
61096,0.202
61097,0.254
61098,0.198
61099,2.858
61100,0.2
61101,0.232
61102,0.203
61103,0.204
61104,0.193
61105,0.257
61106,0.205
61107,0.194
61108,0.204
61109,0.23
61110,0.204
61111,0.203
61112,0.214
61113,0.245
61114,0.201
61115,0.203
61116,0.204
61117,0.224
61118,0.207
61119,0.205
61120,0.213
61121,3.663
61122,0.201
61123,0.205
61124,0.203
61125,0.226
61126,0.187
61127,0.197
61128,0.205
61129,3.119
61130,0.203
61131,0.208
61132,0.205
61133,0.228
61134,0.209
61135,0.207
61136,0.191
61137,0.291
61138,0.204
61139,0.194
61140,0.205
61141,3.123
61142,0.199
61143,0.196
61144,0.212
61145,0.245
61146,0.188
61147,0.204
61148,0.211
61149,0.225
61150,0.205
61151,3.105
61152,0.212
61153,3.551
61154,0.197
61155,0.204
61156,0.2
61157,0.218
61158,0.203
61159,0.198
61160,0.214
61161,0.237
61162,0.202
61163,0.195
61164,0.209
61165,0.215
61166,0.205
61167,0.201
61168,0.208
61169,3.211
61170,0.204
61171,0.199
61172,0.204
61173,0.218
61174,0.208
61175,0.201
61176,0.203
61177,0.236
61178,0.205
61179,0.208
61180,0.212
61181,0.219
61182,0.218
61183,0.199
